"";"link";"url";"num";"year";"...5";"L1"
"206";"
 Т. 66  № 4";"contents.asp?id=42898455";"Номер: 4";"Год: 2020";"Дата размещения:02.06.2020";"Акустический журнал Российской академии наук"
"207";"
 Т. 66  № 5";"contents.asp?id=43181870";"Номер: 5";"Год: 2020";"Дата размещения:31.07.2020";"Акустический журнал Российской академии наук"
"208";"
 Т. 66  № 6";"contents.asp?id=43947099";"Номер: 6";"Год: 2020";"Дата размещения:21.09.2020";"Акустический журнал Российской академии наук"
"209";"
 Т. 58  № 1";"contents.asp?id=68485964";"Номер: 1";"Год: 2024";"Дата размещения:25.07.2024";"""Астрономический вестник. Solar System research"""
"210";"
 Т. 58  № 2";"contents.asp?id=68610504";"Номер: 2";"Год: 2024";"Дата размещения:22.08.2024";"""Астрономический вестник. Solar System research"""
"211";"
 Т. 58  № 3";"contents.asp?id=69154477";"Номер: 3";"Год: 2024";"Дата размещения:11.09.2024";"""Астрономический вестник. Solar System research"""
"212";"
 Т. 58  № 4";"contents.asp?id=75083320";"Номер: 4";"Год: 2024";"Дата размещения:28.11.2024";"""Астрономический вестник. Solar System research"""
"213";"
 Т. 58  № 5";"contents.asp?id=75143842";"Номер: 5";"Год: 2024";"Дата размещения:05.12.2024";"""Астрономический вестник. Solar System research"""
"214";"
 Т. 57  № 1";"contents.asp?id=50435888";"Номер: 1";"Год: 2023";"Дата размещения:31.03.2023";"""Астрономический вестник. Solar System research"""
"215";"
 Т. 57  № 2";"contents.asp?id=50502116";"Номер: 2";"Год: 2023";"Дата размещения:13.04.2023";"""Астрономический вестник. Solar System research"""
"216";"
 Т. 57  № 3";"contents.asp?id=50502125";"Номер: 3";"Год: 2023";"Дата размещения:13.04.2023";"""Астрономический вестник. Solar System research"""
"217";"
 Т. 57  № 4";"contents.asp?id=53986158";"Номер: 4";"Год: 2023";"Дата размещения:20.06.2023";"""Астрономический вестник. Solar System research"""
"218";"
 Т. 57  № 5";"contents.asp?id=54403819";"Номер: 5";"Год: 2023";"Дата размещения:13.09.2023";"""Астрономический вестник. Solar System research"""
"219";"
 Т. 57  № 6";"contents.asp?id=54804050";"Номер: 6";"Год: 2023";"Дата размещения:14.11.2023";"""Астрономический вестник. Solar System research"""
"220";"
 Т. 56  № 1";"contents.asp?id=47696055";"Номер: 1";"Год: 2022";"Дата размещения:26.01.2022";"""Астрономический вестник. Solar System research"""
"221";"
 Т. 56  № 2";"contents.asp?id=47958098";"Номер: 2";"Год: 2022";"Дата размещения:15.02.2022";"""Астрономический вестник. Solar System research"""
"222";"
 Т. 56  № 3";"contents.asp?id=48340730";"Номер: 3";"Год: 2022";"Дата размещения:30.04.2022";"""Астрономический вестник. Solar System research"""
"223";"
 Т. 56  № 4";"contents.asp?id=48868010";"Номер: 4";"Год: 2022";"Дата размещения:08.07.2022";"""Астрономический вестник. Solar System research"""
"224";"
 Т. 56  № 5";"contents.asp?id=49344391";"Номер: 5";"Год: 2022";"Дата размещения:30.08.2022";"""Астрономический вестник. Solar System research"""
"225";"
 Т. 56  № 6";"contents.asp?id=49582660";"Номер: 6";"Год: 2022";"Дата размещения:26.10.2022";"""Астрономический вестник. Solar System research"""
"226";"
 Т. 55  № 1";"contents.asp?id=44573336";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"""Астрономический вестник. Solar System research"""
"227";"
 Т. 55  № 2";"contents.asp?id=44768887";"Номер: 2";"Год: 2021";"Дата размещения:02.03.2021";"""Астрономический вестник. Solar System research"""
"228";"
 Т. 55  № 3";"contents.asp?id=45796580";"Номер: 3";"Год: 2021";"Дата размещения:31.05.2021";"""Астрономический вестник. Solar System research"""
"229";"
 Т. 55  № 4";"contents.asp?id=46153386";"Номер: 4";"Год: 2021";"Дата размещения:17.06.2021";"""Астрономический вестник. Solar System research"""
"230";"
 Т. 55  № 5";"contents.asp?id=46506602";"Номер: 5";"Год: 2021";"Дата размещения:07.09.2021";"""Астрономический вестник. Solar System research"""
"231";"
 Т. 55  № 6";"contents.asp?id=47326640";"Номер: 6";"Год: 2021";"Дата размещения:14.12.2021";"""Астрономический вестник. Solar System research"""
"232";"
 Т. 54  № 1";"contents.asp?id=42258710";"Номер: 1";"Год: 2020";"Дата размещения:05.02.2020";"""Астрономический вестник. Solar System research"""
"233";"
 Т. 54  № 2";"contents.asp?id=42446042";"Номер: 2";"Год: 2020";"Дата размещения:03.03.2020";"""Астрономический вестник. Solar System research"""
"234";"
 Т. 54  № 3";"contents.asp?id=42890523";"Номер: 3";"Год: 2020";"Дата размещения:01.06.2020";"""Астрономический вестник. Solar System research"""
"235";"
 Т. 54  № 4";"contents.asp?id=43067275";"Номер: 4";"Год: 2020";"Дата размещения:07.07.2020";"""Астрономический вестник. Solar System research"""
"236";"
 Т. 54  № 5";"contents.asp?id=43878115";"Номер: 5";"Год: 2020";"Дата размещения:09.09.2020";"""Астрономический вестник. Solar System research"""
"237";"
 Т. 54  № 6";"contents.asp?id=44137461";"Номер: 6";"Год: 2020";"Дата размещения:02.11.2020";"""Астрономический вестник. Solar System research"""
"238";"
 Т. 101  № 1";"contents.asp?id=68507659";"Номер: 1";"Год: 2024";"Дата размещения:30.07.2024";"Астрономический журнал"
"239";"
 Т. 101  № 2";"contents.asp?id=69177332";"Номер: 2";"Год: 2024";"Дата размещения:15.09.2024";"Астрономический журнал"
"240";"
 Т. 101  № 3";"contents.asp?id=69187423";"Номер: 3";"Год: 2024";"Дата размещения:17.09.2024";"Астрономический журнал"
"241";"
 Т. 101  № 4";"contents.asp?id=69260117";"Номер: 4";"Год: 2024";"Дата размещения:24.09.2024";"Астрономический журнал"
"242";"
 Т. 101  № 5";"contents.asp?id=75083053";"Номер: 5";"Год: 2024";"Дата размещения:28.11.2024";"Астрономический журнал"
"243";"
 Т. 101  № 6";"contents.asp?id=75170345";"Номер: 6";"Год: 2024";"Дата размещения:10.12.2024";"Астрономический журнал"
"244";"
 Т. 101  № 7";"contents.asp?id=75177589";"Номер: 7";"Год: 2024";"Дата размещения:11.12.2024";"Астрономический журнал"
"245";"
 Т. 101  № 8";"contents.asp?id=75182094";"Номер: 8";"Год: 2024";"Дата размещения:12.12.2024";"Астрономический журнал"
"246";"
 Т. 101  № 9";"contents.asp?id=75994099";"Номер: 9";"Год: 2024";"Дата размещения:23.12.2024";"Астрономический журнал"
"247";"
 Т. 101  № 10";"contents.asp?id=75994151";"Номер: 10";"Год: 2024";"Дата размещения:23.12.2024";"Астрономический журнал"
"248";"
 Т. 101  № 11";"contents.asp?id=75993624";"Номер: 11";"Год: 2024";"Дата размещения:23.12.2024";"Астрономический журнал"
"249";"
 Т. 100  № 1";"contents.asp?id=50434305";"Номер: 1";"Год: 2023";"Дата размещения:30.03.2023";"Астрономический журнал"
"250";"
 Т. 100  № 2";"contents.asp?id=50434317";"Номер: 2";"Год: 2023";"Дата размещения:30.03.2023";"Астрономический журнал"
"251";"
 Т. 100  № 3";"contents.asp?id=50434335";"Номер: 3";"Год: 2023";"Дата размещения:30.03.2023";"Астрономический журнал"
"252";"
 Т. 100  № 4";"contents.asp?id=53738111";"Номер: 4";"Год: 2023";"Дата размещения:17.05.2023";"Астрономический журнал"
"253";"
 Т. 100  № 5";"contents.asp?id=53985783";"Номер: 5";"Год: 2023";"Дата размещения:20.06.2023";"Астрономический журнал"
"254";"
 Т. 100  № 6";"contents.asp?id=54348215";"Номер: 6";"Год: 2023";"Дата размещения:30.08.2023";"Астрономический журнал"
"255";"
 Т. 100  № 7";"contents.asp?id=54403161";"Номер: 7";"Год: 2023";"Дата размещения:13.09.2023";"Астрономический журнал"
"256";"
 Т. 100  № 8";"contents.asp?id=54523116";"Номер: 8";"Год: 2023";"Дата размещения:27.09.2023";"Астрономический журнал"
