"";"link";"url";"num";"year";"...5";"L1"
"262";"
 Т. 99  № 2";"contents.asp?id=47957771";"2";"2022";"15.02.2022";"Астрономический журнал"
"263";"
 Т. 99  № 3";"contents.asp?id=48076079";"3";"2022";"15.03.2022";"Астрономический журнал"
"264";"
 Т. 99  № 4";"contents.asp?id=48340003";"4";"2022";"29.04.2022";"Астрономический журнал"
"265";"
 Т. 99  № 5";"contents.asp?id=48620879";"5";"2022";"14.06.2022";"Астрономический журнал"
"266";"
 Т. 99  № 6";"contents.asp?id=48620885";"6";"2022";"14.06.2022";"Астрономический журнал"
"267";"
 Т. 99  № 7";"contents.asp?id=48867709";"7";"2022";"08.07.2022";"Астрономический журнал"
"268";"
 Т. 99  № 8";"contents.asp?id=49420098";"8";"2022";"19.09.2022";"Астрономический журнал"
"269";"
 Т. 99  № 9";"contents.asp?id=49581360";"9";"2022";"26.10.2022";"Астрономический журнал"
"270";"
 Т. 99  № 10";"contents.asp?id=49745819";"10";"2022";"16.11.2022";"Астрономический журнал"
"271";"
 Т. 99  № 11";"contents.asp?id=49897518";"11";"2022";"13.12.2022";"Астрономический журнал"
"272";"
 Т. 99  № 12";"contents.asp?id=49937796";"12";"2022";"19.12.2022";"Астрономический журнал"
"273";"
 Т. 98  № 1";"contents.asp?id=44573107";"1";"2021";"26.01.2021";"Астрономический журнал"
"274";"
 Т. 98  № 2";"contents.asp?id=44573135";"2";"2021";"26.01.2021";"Астрономический журнал"
"275";"
 Т. 98  № 3";"contents.asp?id=44652016";"3";"2021";"08.02.2021";"Астрономический журнал"
"276";"
 Т. 98  № 4";"contents.asp?id=44768782";"4";"2021";"02.03.2021";"Астрономический журнал"
"277";"
 Т. 98  № 5";"contents.asp?id=45545047";"5";"2021";"14.04.2021";"Астрономический журнал"
"278";"
 Т. 98  № 6";"contents.asp?id=45796547";"6";"2021";"31.05.2021";"Астрономический журнал"
"279";"
 Т. 98  № 7";"contents.asp?id=46152936";"7";"2021";"17.06.2021";"Астрономический журнал"
"280";"
 Т. 98  № 8";"contents.asp?id=46350963";"8";"2021";"28.07.2021";"Астрономический журнал"
"281";"
 Т. 98  № 9";"contents.asp?id=46385930";"9";"2021";"06.08.2021";"Астрономический журнал"
"282";"
 Т. 98  № 10";"contents.asp?id=46469779";"10";"2021";"31.08.2021";"Астрономический журнал"
"283";"
 Т. 98  № 11";"contents.asp?id=47247321";"11";"2021";"30.11.2021";"Астрономический журнал"
"284";"
 Т. 98  № 12";"contents.asp?id=47249454";"12";"2021";"30.11.2021";"Астрономический журнал"
"285";"
 Т. 97  № 1";"contents.asp?id=42227569";"1";"2020";"05.02.2020";"Астрономический журнал"
"286";"
 Т. 97  № 2";"contents.asp?id=42229823";"2";"2020";"05.02.2020";"Астрономический журнал"
"287";"
 Т. 97  № 3";"contents.asp?id=42445750";"3";"2020";"03.03.2020";"Астрономический журнал"
"288";"
 Т. 97  № 4";"contents.asp?id=42474156";"4";"2020";"09.03.2020";"Астрономический журнал"
"289";"
 Т. 97  № 5";"contents.asp?id=42650841";"5";"2020";"10.04.2020";"Астрономический журнал"
"290";"
 Т. 97  № 6";"contents.asp?id=42773371";"6";"2020";"06.05.2020";"Астрономический журнал"
"291";"
 Т. 97  № 7";"contents.asp?id=42859126";"7";"2020";"25.05.2020";"Астрономический журнал"
"292";"
 Т. 97  № 8";"contents.asp?id=43159482";"8";"2020";"27.07.2020";"Астрономический журнал"
"293";"
 Т. 97  № 9";"contents.asp?id=43181751";"9";"2020";"31.07.2020";"Астрономический журнал"
"294";"
 Т. 97  № 10";"contents.asp?id=43878017";"10";"2020";"09.09.2020";"Астрономический журнал"
"295";"
 Т. 97  № 11";"contents.asp?id=44090864";"11";"2020";"25.10.2020";"Астрономический журнал"
"296";"
 Т. 97  № 12";"contents.asp?id=44137309";"12";"2020";"02.11.2020";"Астрономический журнал"
"297";"
 Т. 41  № 1";"contents.asp?id=67918555";"1";"2024";"02.07.2024";"Биологические мембраны"
"298";"
 Т. 41  № 2";"contents.asp?id=67918607";"2";"2024";"02.07.2024";"Биологические мембраны"
"299";"
 Т. 41  № 3";"contents.asp?id=68455322";"3";"2024";"23.07.2024";"Биологические мембраны"
"300";"
 Т. 41  № 4";"contents.asp?id=73734758";"4";"2024";"26.10.2024";"Биологические мембраны"
"301";"
 Т. 40  № 1";"contents.asp?id=50404750";"1";"2023";"25.03.2023";"Биологические мембраны"
"302";"
 Т. 40  № 2";"contents.asp?id=50435839";"2";"2023";"31.03.2023";"Биологические мембраны"
"303";"
 Т. 40  № 3";"contents.asp?id=50731503";"3";"2023";"19.04.2023";"Биологические мембраны"
"304";"
 Т. 40  № 4";"contents.asp?id=53986099";"4";"2023";"20.06.2023";"Биологические мембраны"
"305";"
 Т. 40  № 5";"contents.asp?id=54238557";"5";"2023";"01.08.2023";"Биологические мембраны"
"306";"
 Т. 40  № 6";"contents.asp?id=54648568";"6";"2023";"11.10.2023";"Биологические мембраны"
"307";"
 Т. 39  № 1";"contents.asp?id=47488189";"1";"2022";"11.01.2022";"Биологические мембраны"
"308";"
 Т. 39  № 2";"contents.asp?id=47958073";"2";"2022";"15.02.2022";"Биологические мембраны"
"309";"
 Т. 39  № 3";"contents.asp?id=48340538";"3";"2022";"29.04.2022";"Биологические мембраны"
"310";"
 Т. 39  № 4";"contents.asp?id=48621857";"4";"2022";"14.06.2022";"Биологические мембраны"
"311";"
 Т. 39  № 5";"contents.asp?id=49273385";"5";"2022";"10.08.2022";"Биологические мембраны"
"312";"
 Т. 39  № 6";"contents.asp?id=49515418";"6";"2022";"11.10.2022";"Биологические мембраны"
"313";"
 Т. 38  № 1";"contents.asp?id=44428914";"1";"2021";"28.12.2020";"Биологические мембраны"
"314";"
 Т. 38  № 2";"contents.asp?id=44732202";"2";"2021";"24.02.2021";"Биологические мембраны"
"315";"
 Т. 38  № 3";"contents.asp?id=45598012";"3";"2021";"20.04.2021";"Биологические мембраны"
"316";"
 Т. 38  № 4";"contents.asp?id=46153133";"4";"2021";"17.06.2021";"Биологические мембраны"
"317";"
 Т. 38  № 5";"contents.asp?id=46428054";"5";"2021";"18.08.2021";"Биологические мембраны"
"318";"
 Т. 38  № 6";"contents.asp?id=46650285";"6";"2021";"12.10.2021";"Биологические мембраны"
"319";"
 Т. 37  № 1";"contents.asp?id=41807042";"1";"2020";"24.01.2020";"Биологические мембраны"
"320";"
 Т. 37  № 2";"contents.asp?id=42366313";"2";"2020";"17.02.2020";"Биологические мембраны"
"321";"
 Т. 37  № 3";"contents.asp?id=42652055";"3";"2020";"10.04.2020";"Биологические мембраны"
"322";"
 Т. 37  № 4";"contents.asp?id=42964074";"4";"2020";"16.06.2020";"Биологические мембраны"
"323";"
 Т. 37  № 5";"contents.asp?id=43835438";"5";"2020";"28.08.2020";"Биологические мембраны"
"324";"
 Т. 37  № 6";"contents.asp?id=44038942";"6";"2020";"12.10.2020";"Биологические мембраны"
"325";"
 Т. 17  № 1";"contents.asp?id=68555172";"1";"2024";"09.08.2024";"Биология внутренних вод"
"326";"
 Т. 17  № 2";"contents.asp?id=68593381";"2";"2024";"20.08.2024";"Биология внутренних вод"
"327";"
 Т. 17  № 3";"contents.asp?id=72195309";"3";"2024";"09.10.2024";"Биология внутренних вод"
"328";"
 Т. 17  № 4";"contents.asp?id=74319266";"4";"2024";"02.11.2024";"Биология внутренних вод"
"329";"
 Т. 17  № 5";"contents.asp?id=75089987";"5";"2024";"29.11.2024";"Биология внутренних вод"
"330";"
 № 1";"contents.asp?id=50404807";"1";"2023";"25.03.2023";"Биология внутренних вод"
"331";"
 № 2";"contents.asp?id=50435901";"2";"2023";"31.03.2023";"Биология внутренних вод"
"332";"
 № 3";"contents.asp?id=53738194";"3";"2023";"17.05.2023";"Биология внутренних вод"
"333";"
 № 4";"contents.asp?id=54095885";"4";"2023";"05.07.2023";"Биология внутренних вод"
"334";"
 № 5";"contents.asp?id=54348451";"5";"2023";"30.08.2023";"Биология внутренних вод"
"335";"
 № 6";"contents.asp?id=54720425";"6";"2023";"25.10.2023";"Биология внутренних вод"
"336";"
 № 1";"contents.asp?id=47488198";"1";"2022";"11.01.2022";"Биология внутренних вод"
"337";"
 № 2";"contents.asp?id=48022833";"2";"2022";"01.03.2022";"Биология внутренних вод"
"338";"
 № 3";"contents.asp?id=48412580";"3";"2022";"11.05.2022";"Биология внутренних вод"
"339";"
 № 4";"contents.asp?id=48767313";"4";"2022";"05.07.2022";"Биология внутренних вод"
"340";"
 № 5";"contents.asp?id=49420365";"5";"2022";"19.09.2022";"Биология внутренних вод"
"341";"
 № 6";"contents.asp?id=49581407";"6";"2022";"26.10.2022";"Биология внутренних вод"
"342";"
 № 1";"contents.asp?id=44428921";"1";"2021";"28.12.2020";"Биология внутренних вод"
"343";"
 № 2";"contents.asp?id=44810808";"2";"2021";"11.03.2021";"Биология внутренних вод"
"344";"
 № 3";"contents.asp?id=45633627";"3";"2021";"27.04.2021";"Биология внутренних вод"
"345";"
 № 4";"contents.asp?id=46172049";"4";"2021";"22.06.2021";"Биология внутренних вод"
"346";"
 № 5";"contents.asp?id=46428289";"5";"2021";"18.08.2021";"Биология внутренних вод"
"347";"
 № 6";"contents.asp?id=47115685";"6";"2021";"02.11.2021";"Биология внутренних вод"
"348";"
 № 1";"contents.asp?id=42339931";"1";"2020";"11.02.2020";"Биология внутренних вод"
"349";"
 № 2";"contents.asp?id=42446423";"2";"2020";"03.03.2020";"Биология внутренних вод"
"350";"
 № 3";"contents.asp?id=42726161";"3";"2020";"24.04.2020";"Биология внутренних вод"
"351";"
 № 4";"contents.asp?id=43039711";"4";"2020";"30.06.2020";"Биология внутренних вод"
"352";"
 № 5";"contents.asp?id=43878449";"5";"2020";"09.09.2020";"Биология внутренних вод"
"353";"
 № 6";"contents.asp?id=44090907";"6";"2020";"25.10.2020";"Биология внутренних вод"
"354";"
 Т. 50  № 1";"contents.asp?id=67893072";"1";"2024";"27.06.2024";"Биология моря"
"355";"
 Т. 50  № 2";"contents.asp?id=70868633";"2";"2024";"30.09.2024";"Биология моря"
"356";"
 Т. 50  № 3";"contents.asp?id=72883576";"3";"2024";"17.10.2024";"Биология моря"
"357";"
 Т. 50  № 4";"contents.asp?id=74512504";"4";"2024";"11.11.2024";"Биология моря"
"358";"
 Т. 49  № 1";"contents.asp?id=50404698";"1";"2023";"25.03.2023";"Биология моря"
"359";"
 Т. 49  № 2";"contents.asp?id=50731489";"2";"2023";"19.04.2023";"Биология моря"
"360";"
 Т. 49  № 3";"contents.asp?id=53986083";"3";"2023";"20.06.2023";"Биология моря"
"361";"
 Т. 49  № 4";"contents.asp?id=54270668";"4";"2023";"09.08.2023";"Биология моря"
"362";"
 Т. 49  № 5";"contents.asp?id=54620425";"5";"2023";"04.10.2023";"Биология моря"
"363";"
 Т. 49  № 6";"contents.asp?id=54976082";"6";"2023";"08.12.2023";"Биология моря"
