Source Title;Country;jif;year;Collection
ACTA CHIRURGICA BELGICA;ENGLAND;0,99;2021;SCIE
ACTA CHROMATOGRAPHICA;POLAND;1,9;2022;SCIE
ACTA CHROMATOGRAPHICA;POLAND;2,011;2021;SCIE
ACTA CIRURGICA BRASILEIRA;BRAZIL;1,1;2022;SCIE
ACTA CIRURGICA BRASILEIRA;BRAZIL;1,564;2021;SCIE
ACTA CLINICA BELGICA;ENGLAND;1,6;2022;SCIE
ACTA CLINICA BELGICA;ENGLAND;1,682;2021;SCIE
ACTA CLINICA CROATICA;CROATIA;0,6;2022;SCIE
ACTA CLINICA CROATICA;CROATIA;0,932;2021;SCIE
ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES;ENGLAND;1,8;2022;SCIE
ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES;ENGLAND;2,331;2021;SCIE
ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS;ENGLAND;1,9;2022;SCIE
ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS;ENGLAND;2,684;2021;SCIE
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY;ENGLAND;0,8;2022;SCIE
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY;ENGLAND;1,184;2021;SCIE
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY;ENGLAND;2,2;2022;SCIE
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY;ENGLAND;5,699;2021;SCIE
ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS;DENMARK;0,9;2022;SCIE
ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS;DENMARK;1,072;2021;SCIE
ACTA CYTOLOGICA;SWITZERLAND;1,8;2022;SCIE
ACTA CYTOLOGICA;SWITZERLAND;3;2021;SCIE
ACTA DERMATO-VENEREOLOGICA;NORWAY;3,6;2022;SCIE
ACTA DERMATO-VENEREOLOGICA;NORWAY;3,875;2021;SCIE
ACTA DERMATOVENEROLOGICA CROATICA;CROATIA;0,6;2022;SCIE
ACTA DERMATOVENEROLOGICA CROATICA;CROATIA;1,238;2021;SCIE
ACTA DIABETOLOGICA;ITALY;3,8;2022;SCIE
ACTA DIABETOLOGICA;ITALY;4,087;2021;SCIE
ACADEMIC PATHOLOGY;UNITED STATES OF AMERICA;1;2022;ESCI
ACADEMIC PATHOLOGY;UNITED STATES OF AMERICA;;2021;ESCI
ACTA ENDOCRINOLOGICA-BUCHAREST;ROMANIA;1;2022;SCIE
ACTA ENDOCRINOLOGICA-BUCHAREST;ROMANIA;1,104;2021;SCIE
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE;CZECH REPUBLIC;0,6;2022;SCIE
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE;CZECH REPUBLIC;0,883;2021;SCIE
ACTA ETHOLOGICA;GERMANY;1,1;2022;SCIE
ACTA ETHOLOGICA;GERMANY;1,298;2021;SCIE
ACTA GASTRO-ENTEROLOGICA BELGICA;BELGIUM;1,5;2022;SCIE
ACTA GASTRO-ENTEROLOGICA BELGICA;BELGIUM;1,692;2021;SCIE
ACTA GEODAETICA ET GEOPHYSICA;HUNGARY;1,4;2022;SCIE
ACTA GEODAETICA ET GEOPHYSICA;HUNGARY;1,768;2021;SCIE
ACTA GEODYNAMICA ET GEOMATERIALIA;CZECH REPUBLIC;0,9;2022;SCIE
ACTA GEODYNAMICA ET GEOMATERIALIA;CZECH REPUBLIC;1;2021;SCIE
ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK;SLOVENIA;1,7;2022;SCIE
ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK;SLOVENIA;1,277;2021;SCIE
ACTA GEOLOGICA POLONICA;POLAND;1,1;2022;SCIE
ACTA GEOLOGICA POLONICA;POLAND;1,289;2021;SCIE
ACTA GEOLOGICA SINICA-ENGLISH EDITION;CHINA MAINLAND;3,3;2022;SCIE
ACTA GEOLOGICA SINICA-ENGLISH EDITION;CHINA MAINLAND;3,282;2021;SCIE
ACTA GEOPHYSICA;POLAND;2,3;2022;SCIE
ACTA GEOPHYSICA;POLAND;2,293;2021;SCIE
ACADEMIA Y VIRTUALIDAD;COLOMBIA;0,8;2022;ESCI
ACADEMIA Y VIRTUALIDAD;COLOMBIA;;2021;ESCI
ACTA GEOTECHNICA;GERMANY;5,7;2022;SCIE
ACTA GEOTECHNICA;GERMANY;5,57;2021;SCIE
ACTA GEOTECHNICA SLOVENICA;SLOVENIA;0,6;2022;SCIE
ACTA GEOTECHNICA SLOVENICA;SLOVENIA;0,5;2021;SCIE
ACTA HAEMATOLOGICA;SWITZERLAND;2,4;2022;SCIE
ACTA HAEMATOLOGICA;SWITZERLAND;3,068;2021;SCIE
ACTA HERPETOLOGICA;ITALY;0,8;2022;SCIE
ACTA HERPETOLOGICA;ITALY;1,075;2021;SCIE
ACTA HISTOCHEMICA;GERMANY;2,5;2022;SCIE
ACTA HISTOCHEMICA;GERMANY;2,147;2021;SCIE
ACTA HISTOCHEMICA ET CYTOCHEMICA;JAPAN;2,4;2022;SCIE
ACTA HISTOCHEMICA ET CYTOCHEMICA;JAPAN;1,857;2021;SCIE
ACADIENSIS;CANADA;0,1;2022;AHCI
ACADIENSIS;CANADA;;2021;AHCI
ACTA ICHTHYOLOGICA ET PISCATORIA;BULGARIA;1;2022;SCIE
ACTA ICHTHYOLOGICA ET PISCATORIA;BULGARIA;0,913;2021;SCIE
ACTA INFORMATICA;GERMANY;0,6;2022;SCIE
ACTA INFORMATICA;GERMANY;0,871;2021;SCIE
ACTA MATERIALIA;UNITED STATES OF AMERICA;9,4;2022;SCIE
ACTA MATERIALIA;UNITED STATES OF AMERICA;9,209;2021;SCIE
ACTA MATHEMATICA;SWEDEN;3,7;2022;SCIE
ACTA MATHEMATICA;SWEDEN;3,75;2021;SCIE
ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES;CHINA MAINLAND;0,8;2022;SCIE
ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES;CHINA MAINLAND;0,691;2021;SCIE
ACTA MATHEMATICA HUNGARICA;HUNGARY;0,9;2022;SCIE
ACTA MATHEMATICA HUNGARICA;HUNGARY;0,979;2021;SCIE
ACCESS TO JUSTICE IN EASTERN EUROPE;UKRAINE;0,4;2022;ESCI
ACCESS TO JUSTICE IN EASTERN EUROPE;UKRAINE;;2021;ESCI
ACTA MATHEMATICA SCIENTIA;CHINA MAINLAND;1;2022;SCIE
ACTA MATHEMATICA SCIENTIA;CHINA MAINLAND;1,085;2021;SCIE
ACTA MATHEMATICA SINICA-ENGLISH SERIES;CHINA MAINLAND;0,7;2022;SCIE
ACTA MATHEMATICA SINICA-ENGLISH SERIES;CHINA MAINLAND;0,833;2021;SCIE
ACTA MECHANICA;AUSTRIA;2,7;2022;SCIE
ACTA MECHANICA;AUSTRIA;2,645;2021;SCIE
ACTA MECHANICA SINICA;CHINA MAINLAND;3,5;2022;SCIE
ACTA MECHANICA SINICA;CHINA MAINLAND;2,91;2021;SCIE
ACTA MECHANICA SOLIDA SINICA;CHINA MAINLAND;2,2;2022;SCIE
ACTA MECHANICA SOLIDA SINICA;CHINA MAINLAND;2,187;2021;SCIE
ACTA MEDICA MEDITERRANEA;ITALY;0,3;2022;SCIE
ACTA MEDICA MEDITERRANEA;ITALY;0,147;2021;SCIE
ACCIONES E INVESTIGACIONES SOCIALES;SPAIN;0,01;2022;ESCI
ACCIONES E INVESTIGACIONES SOCIALES;SPAIN;;2021;ESCI
ACTA MEDICA OKAYAMA;JAPAN;0,5;2022;SCIE
ACTA MEDICA OKAYAMA;JAPAN;0,744;2021;SCIE
ACTA MEDICA PORTUGUESA;PORTUGAL;1,2;2022;SCIE
ACTA MEDICA PORTUGUESA;PORTUGAL;1,698;2021;SCIE
ACTA METALLURGICA SINICA;CHINA MAINLAND;2,3;2022;SCIE
ACTA METALLURGICA SINICA;CHINA MAINLAND;1,797;2021;SCIE
ACTA METALLURGICA SINICA-ENGLISH LETTERS;CHINA MAINLAND;3,5;2022;SCIE
ACTA METALLURGICA SINICA-ENGLISH LETTERS;CHINA MAINLAND;3,024;2021;SCIE
ACCION PSICOLOGICA;SPAIN;;2021;ESCI
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA;HUNGARY;1,5;2022;SCIE
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA;HUNGARY;2,298;2021;SCIE
ACTA MONTANISTICA SLOVACA;SLOVAKIA;1,6;2022;SCIE
ACTA MONTANISTICA SLOVACA;SLOVAKIA;1,833;2021;SCIE
ACTA NATURAE;RUSSIAN FEDERATION;2;2022;SCIE
ACTA NATURAE;RUSSIAN FEDERATION;2,204;2021;SCIE
ACTA NEUROBIOLOGIAE EXPERIMENTALIS;POLAND;1,4;2022;SCIE
ACTA NEUROBIOLOGIAE EXPERIMENTALIS;POLAND;1,269;2021;SCIE
ACTA NEUROCHIRURGICA;AUSTRIA;2,4;2022;SCIE
ACTA NEUROCHIRURGICA;AUSTRIA;2,816;2021;SCIE
ACTA NEUROLOGICA BELGICA;BELGIUM;2,7;2022;SCIE
ACTA NEUROLOGICA BELGICA;BELGIUM;2,471;2021;SCIE
ACTA NEUROLOGICA SCANDINAVICA;DENMARK;3,5;2022;SCIE
ACTA NEUROLOGICA SCANDINAVICA;DENMARK;3,915;2021;SCIE
ACCOUNTING ECONOMICS AND LAW-A CONVIVIUM;GERMANY;1,4;2022;ESCI
ACCOUNTING ECONOMICS AND LAW-A CONVIVIUM;GERMANY;;2021;ESCI
ACTA NEUROPATHOLOGICA;GERMANY;12,7;2022;SCIE
ACTA NEUROPATHOLOGICA;GERMANY;15,887;2021;SCIE
ACTA NEUROPATHOLOGICA COMMUNICATIONS;ENGLAND;7,1;2022;SCIE
ACTA NEUROPATHOLOGICA COMMUNICATIONS;ENGLAND;7,581;2021;SCIE
ACTA NEUROPSYCHIATRICA;DENMARK;3,8;2022;SCIE
ACTA NEUROPSYCHIATRICA;DENMARK;4,513;2021;SCIE
ACTA NUMERICA;UNITED STATES OF AMERICA;14,2;2022;SCIE
ACTA NUMERICA;UNITED STATES OF AMERICA;15,583;2021;SCIE
ACCOUNTING EDUCATION;ENGLAND;3,2;2022;ESCI
ACCOUNTING EDUCATION;ENGLAND;;2021;ESCI
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA;DENMARK;4,3;2022;SCIE
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA;DENMARK;4,544;2021;SCIE
ACTA OCEANOLOGICA SINICA;CHINA MAINLAND;1,4;2022;SCIE
ACTA OCEANOLOGICA SINICA;CHINA MAINLAND;1,369;2021;SCIE
ACTA ODONTOLOGICA SCANDINAVICA;ENGLAND;2;2022;SCIE
ACTA ODONTOLOGICA SCANDINAVICA;ENGLAND;2,232;2021;SCIE
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY;NETHERLANDS;1,8;2022;SCIE
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY;NETHERLANDS;1,93;2021;SCIE
ACCOUNTING IN EUROPE;ENGLAND;2,8;2022;ESCI
ACCOUNTING IN EUROPE;ENGLAND;;2021;ESCI
ACTA OF BIOENGINEERING AND BIOMECHANICS;POLAND;1;2022;SCIE
ACTA OF BIOENGINEERING AND BIOMECHANICS;POLAND;1,238;2021;SCIE
ACTA ONCOLOGICA;ENGLAND;3,1;2022;SCIE
ACTA ONCOLOGICA;ENGLAND;4,311;2021;SCIE
ACTA OPHTHALMOLOGICA;DENMARK;3,4;2022;SCIE
ACTA OPHTHALMOLOGICA;DENMARK;3,988;2021;SCIE
ACTA ORNITHOLOGICA;POLAND;0,7;2022;SCIE
ACTA ORNITHOLOGICA;POLAND;0,83;2021;SCIE
ACTA ORTHOPAEDICA;ENGLAND;3,7;2022;SCIE
ACTA ORTHOPAEDICA;ENGLAND;3,925;2021;SCIE
ACTA ORTHOPAEDICA BELGICA;BELGIUM;0,4;2022;SCIE
ACTA ORTHOPAEDICA BELGICA;BELGIUM;0,35;2021;SCIE
ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA;TURKEY;1;2022;SCIE
ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA;TURKEY;1,557;2021;SCIE
ACTA ORTOPEDICA BRASILEIRA;BRAZIL;0,7;2022;SCIE
ACTA ORTOPEDICA BRASILEIRA;BRAZIL;0,683;2021;SCIE
ACCOUNTING HISTORY;NETHERLANDS;1;2022;ESCI
ACCOUNTING HISTORY;NETHERLANDS;;2021;ESCI
ACTA OTO-LARYNGOLOGICA;NORWAY;1,4;2022;SCIE
ACTA OTO-LARYNGOLOGICA;NORWAY;1,698;2021;SCIE
ACTA OTORHINOLARYNGOLOGICA ITALICA;ITALY;2;2022;SCIE
ACTA OTORHINOLARYNGOLOGICA ITALICA;ITALY;2,618;2021;SCIE
ACTA PAEDIATRICA;DENMARK;3,8;2022;SCIE
ACTA PAEDIATRICA;DENMARK;4,056;2021;SCIE
ACTA PALAEONTOLOGICA POLONICA;POLAND;1,8;2022;SCIE
ACTA PALAEONTOLOGICA POLONICA;POLAND;2,108;2021;SCIE
ACCOUNTING HISTORIANS JOURNAL;UNITED STATES OF AMERICA;0,3;2022;ESCI
ACCOUNTING HISTORIANS JOURNAL;UNITED STATES OF AMERICA;;2021;ESCI
ACTA PARASITOLOGICA;POLAND;1,5;2022;SCIE
ACTA PARASITOLOGICA;POLAND;1,534;2021;SCIE
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;0,7;2022;SCIE
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;0,7;2022;SSCI
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;0,7;2022;SCIE
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;0,7;2022;SSCI
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;1,027;2021;SCIE
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;1,027;2021;SSCI
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;1,027;2021;SCIE
ACTA PAULISTA DE ENFERMAGEM;BRAZIL;1,027;2021;SSCI
ACTA PETROLOGICA SINICA;CHINA MAINLAND;1,8;2022;SCIE
ACTA PETROLOGICA SINICA;CHINA MAINLAND;1,468;2021;SCIE
ACTA PHARMACEUTICA;CROATIA;2,8;2022;SCIE
ACTA PHARMACEUTICA;CROATIA;3,299;2021;SCIE
ACCOUNTING HISTORY REVIEW;UNITED STATES OF AMERICA;0,6;2022;ESCI
ACCOUNTING HISTORY REVIEW;UNITED STATES OF AMERICA;;2021;ESCI
ACTA PHARMACEUTICA SINICA B;CHINA MAINLAND;14,5;2022;SCIE
ACTA PHARMACEUTICA SINICA B;CHINA MAINLAND;14,907;2021;SCIE
ACTA PHARMACOLOGICA SINICA;CHINA MAINLAND;8,2;2022;SCIE
ACTA PHARMACOLOGICA SINICA;CHINA MAINLAND;7,165;2021;SCIE
ACTA PHYSICA POLONICA A;POLAND;0,7;2022;SCIE
ACTA PHYSICA POLONICA A;POLAND;0,725;2021;SCIE
ACTA PHYSICA POLONICA B;POLAND;0,5;2022;SCIE
ACTA PHYSICA POLONICA B;POLAND;0,556;2021;SCIE
ACTA PHYSICA SINICA;CHINA MAINLAND;1;2022;SCIE
ACTA PHYSICA SINICA;CHINA MAINLAND;0,906;2021;SCIE
ACTA PHYSICO-CHIMICA SINICA;CHINA MAINLAND;10,9;2022;SCIE
ACTA PHYSICO-CHIMICA SINICA;CHINA MAINLAND;6,253;2021;SCIE
ACTA PHYSIOLOGIAE PLANTARUM;GERMANY;2,6;2022;SCIE
ACTA PHYSIOLOGIAE PLANTARUM;GERMANY;2,736;2021;SCIE
ACTA PHYSIOLOGICA;ENGLAND;6,3;2022;SCIE
ACTA PHYSIOLOGICA;ENGLAND;7,523;2021;SCIE
ACCOUNTING PERSPECTIVES;UNITED STATES OF AMERICA;1,7;2022;ESCI
ACCOUNTING PERSPECTIVES;UNITED STATES OF AMERICA;;2021;ESCI
ACTA PHYTOTAXONOMICA ET GEOBOTANICA;JAPAN;0,5;2022;SCIE
ACTA PHYTOTAXONOMICA ET GEOBOTANICA;JAPAN;0,395;2021;SCIE
ACTA POLONIAE PHARMACEUTICA;POLAND;0,4;2022;SCIE
ACTA POLONIAE PHARMACEUTICA;POLAND;0,555;2021;SCIE
ACTA POLYMERICA SINICA;CHINA MAINLAND;1,9;2022;SCIE
ACTA POLYMERICA SINICA;CHINA MAINLAND;2,272;2021;SCIE
ACTA POLYTECHNICA HUNGARICA;HUNGARY;1,7;2022;SCIE
ACTA POLYTECHNICA HUNGARICA;HUNGARY;1,711;2021;SCIE
ACTA PROTOZOOLOGICA;POLAND;0,5;2022;SCIE
ACTA PROTOZOOLOGICA;POLAND;0,581;2021;SCIE
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;6,7;2022;SCIE
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;6,7;2022;SSCI
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;6,7;2022;SCIE
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;6,7;2022;SSCI
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;7,734;2021;SCIE
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;7,734;2021;SSCI
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;7,734;2021;SCIE
ACTA PSYCHIATRICA SCANDINAVICA;ENGLAND;7,734;2021;SSCI
ACCOUNTING RESEARCH JOURNAL;ENGLAND;1,9;2022;ESCI
ACCOUNTING RESEARCH JOURNAL;ENGLAND;;2021;ESCI
ACTA RADIOLOGICA;ENGLAND;1,3;2022;SCIE
ACTA RADIOLOGICA;ENGLAND;1,701;2021;SCIE
ACTA SCIENTIAE VETERINARIAE;BRAZIL;0,2;2022;SCIE
ACTA SCIENTIAE VETERINARIAE;BRAZIL;0,274;2021;SCIE
ACTA SCIENTIARUM-AGRONOMY;BRAZIL;1,5;2022;SCIE
ACTA SCIENTIARUM-AGRONOMY;BRAZIL;2,117;2021;SCIE
ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS;POLAND;0,7;2022;SCIE
ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS;POLAND;0,695;2021;SCIE
ACTA SCIENTIARUM-TECHNOLOGY;BRAZIL;0,8;2022;SCIE
ACTA SCIENTIARUM-TECHNOLOGY;BRAZIL;0,655;2021;SCIE
ACTAS ESPANOLAS DE PSIQUIATRIA;SPAIN;1,5;2022;SCIE
ACTAS ESPANOLAS DE PSIQUIATRIA;SPAIN;1,667;2021;SCIE
ACTA SOCIETATIS BOTANICORUM POLONIAE;POLAND;1;2022;SCIE
ACTA SOCIETATIS BOTANICORUM POLONIAE;POLAND;1,123;2021;SCIE
ACTAS UROLOGICAS ESPANOLAS;SPAIN;1,1;2022;SCIE
ACTAS UROLOGICAS ESPANOLAS;SPAIN;0,887;2021;SCIE
ACCOUNTS OF MATERIALS RESEARCH;CHINA MAINLAND;14,6;2022;ESCI
ACCOUNTS OF MATERIALS RESEARCH;CHINA MAINLAND;;2021;ESCI
ACTA TROPICA;NETHERLANDS;2,7;2022;SCIE
ACTA TROPICA;NETHERLANDS;3,222;2021;SCIE
ACTA VETERINARIA-BEOGRAD;POLAND;0,6;2022;SCIE
ACTA VETERINARIA-BEOGRAD;POLAND;1;2021;SCIE
ACTA VETERINARIA BRNO;CZECH REPUBLIC;0,6;2022;SCIE
ACTA VETERINARIA BRNO;CZECH REPUBLIC;0,817;2021;SCIE
ACTA VETERINARIA HUNGARICA;HUNGARY;0,9;2022;SCIE
ACTA VETERINARIA HUNGARICA;HUNGARY;0,959;2021;SCIE
ACTA VETERINARIA SCANDINAVICA;DENMARK;2,1;2022;SCIE
ACTA VETERINARIA SCANDINAVICA;DENMARK;2,048;2021;SCIE
ACTA VIROLOGICA;SLOVAKIA;1,7;2022;SCIE
ACTA VIROLOGICA;SLOVAKIA;1,827;2021;SCIE
ACE-ARCHITECTURE CITY AND ENVIRONMENT;SPAIN;0,6;2022;ESCI
ACE-ARCHITECTURE CITY AND ENVIRONMENT;SPAIN;;2021;ESCI
ACTA ZOOLOGICA;ENGLAND;1,2;2022;SCIE
ACTA ZOOLOGICA;ENGLAND;1,205;2021;SCIE
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE;HUNGARY;0,8;2022;SCIE
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE;HUNGARY;0,97;2021;SCIE
ACROSS LANGUAGES AND CULTURES;HUNGARY;0,7;2022;AHCI
ACROSS LANGUAGES AND CULTURES;HUNGARY;0,7;2022;SSCI
ACROSS LANGUAGES AND CULTURES;HUNGARY;1,292;2021;AHCI
ACROSS LANGUAGES AND CULTURES;HUNGARY;1,292;2021;SSCI
ACTA ZOOLOGICA BULGARICA;BULGARIA;0,5;2022;SCIE
ACTA ZOOLOGICA BULGARICA;BULGARIA;0,362;2021;SCIE
ACTUATORS;SWITZERLAND;2,6;2022;SCIE
ACTUATORS;SWITZERLAND;2,523;2021;SCIE
ACG CASE REPORTS JOURNAL;UNITED STATES OF AMERICA;0,7;2022;ESCI
ACG CASE REPORTS JOURNAL;UNITED STATES OF AMERICA;;2021;ESCI
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;UNITED STATES OF AMERICA;0,3;2022;SCIE
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;UNITED STATES OF AMERICA;0,684;2021;SCIE
ACUPUNCTURE IN MEDICINE;ENGLAND;2,5;2022;SCIE
ACUPUNCTURE IN MEDICINE;ENGLAND;1,976;2021;SCIE
ADANSONIA;FRANCE;0,8;2022;SCIE
ADANSONIA;FRANCE;0,545;2021;SCIE
ADAPTED PHYSICAL ACTIVITY QUARTERLY;UNITED STATES OF AMERICA;1,9;2022;SCIE
ADAPTED PHYSICAL ACTIVITY QUARTERLY;UNITED STATES OF AMERICA;2,741;2021;SCIE
ADAPTIVE BEHAVIOR;ENGLAND;1,6;2022;SCIE
ADAPTIVE BEHAVIOR;ENGLAND;1,6;2022;SSCI
ADAPTIVE BEHAVIOR;ENGLAND;1,6;2022;SCIE
ADAPTIVE BEHAVIOR;ENGLAND;1,6;2022;SSCI
ADAPTIVE BEHAVIOR;ENGLAND;1,867;2021;SCIE
ADAPTIVE BEHAVIOR;ENGLAND;1,867;2021;SSCI
ADAPTIVE BEHAVIOR;ENGLAND;1,867;2021;SCIE
ADAPTIVE BEHAVIOR;ENGLAND;1,867;2021;SSCI
ADDICTION;ENGLAND;6;2022;SCIE
ADDICTION;ENGLAND;6;2022;SSCI
ADDICTION;ENGLAND;6;2022;SCIE
ADDICTION;ENGLAND;6;2022;SSCI
ADDICTION;ENGLAND;7,256;2021;SCIE
ADDICTION;ENGLAND;7,256;2021;SSCI
ADDICTION;ENGLAND;7,256;2021;SCIE
ADDICTION;ENGLAND;7,256;2021;SSCI
ADDICTION BIOLOGY;ENGLAND;3,4;2022;SCIE
ADDICTION BIOLOGY;ENGLAND;4,093;2021;SCIE
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;3,7;2022;SCIE
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;3,7;2022;SSCI
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;3,7;2022;SCIE
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;3,7;2022;SSCI
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;4,329;2021;SCIE
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;4,329;2021;SSCI
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;4,329;2021;SCIE
ADDICTION SCIENCE & CLINICAL PRACTICE;ENGLAND;4,329;2021;SSCI
ACM COMMUNICATIONS IN COMPUTER ALGEBRA;UNITED STATES OF AMERICA;0,1;2022;ESCI
ACM COMMUNICATIONS IN COMPUTER ALGEBRA;UNITED STATES OF AMERICA;;2021;ESCI
ADDICTIVE BEHAVIORS;ENGLAND;4,4;2022;SCIE
ADDICTIVE BEHAVIORS;ENGLAND;4,4;2022;SSCI
ADDICTIVE BEHAVIORS;ENGLAND;4,4;2022;SCIE
ADDICTIVE BEHAVIORS;ENGLAND;4,4;2022;SSCI
ADDICTIVE BEHAVIORS;ENGLAND;4,591;2021;SCIE
ADDICTIVE BEHAVIORS;ENGLAND;4,591;2021;SSCI
ADDICTIVE BEHAVIORS;ENGLAND;4,591;2021;SCIE
ADDICTIVE BEHAVIORS;ENGLAND;4,591;2021;SSCI
ADDITIVE MANUFACTURING;NETHERLANDS;11;2022;SCIE
ADDITIVE MANUFACTURING;NETHERLANDS;11,632;2021;SCIE
AD HOC NETWORKS;NETHERLANDS;4,8;2022;SCIE
AD HOC NETWORKS;NETHERLANDS;4,816;2021;SCIE
AD HOC & SENSOR WIRELESS NETWORKS;UNITED STATES OF AMERICA;0,9;2022;SCIE
AD HOC & SENSOR WIRELESS NETWORKS;UNITED STATES OF AMERICA;0,4;2021;SCIE
ADICCIONES;SPAIN;3;2022;SCIE
ADICCIONES;SPAIN;3;2022;SSCI
ADICCIONES;SPAIN;3;2022;SCIE
ADICCIONES;SPAIN;3;2022;SSCI
ADICCIONES;SPAIN;4,102;2021;SCIE
ADICCIONES;SPAIN;4,102;2021;SSCI
ADICCIONES;SPAIN;4,102;2021;SCIE
ADICCIONES;SPAIN;4,102;2021;SSCI
ADIPOCYTE;UNITED STATES OF AMERICA;3,3;2022;SCIE
ADIPOCYTE;UNITED STATES OF AMERICA;3,553;2021;SCIE
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY;NETHERLANDS;3,3;2022;SCIE
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY;NETHERLANDS;2,964;2021;SCIE
ADSORPTION SCIENCE & TECHNOLOGY;UNITED STATES OF AMERICA;2,9;2022;SCIE
ADSORPTION SCIENCE & TECHNOLOGY;UNITED STATES OF AMERICA;4,373;2021;SCIE
ACM JOURNAL OF DATA AND INFORMATION QUALITY;UNITED STATES OF AMERICA;2,1;2022;ESCI
ACM JOURNAL OF DATA AND INFORMATION QUALITY;UNITED STATES OF AMERICA;;2021;ESCI
ADVANCED BIOLOGY;GERMANY;3,7;2022;SCIE
ADVANCED BIOLOGY;GERMANY;;2021;SCIE
ADVANCED COMPOSITE MATERIALS;ENGLAND;2,9;2022;SCIE
ADVANCED COMPOSITE MATERIALS;ENGLAND;2,92;2021;SCIE
ADVANCED COMPOSITES AND HYBRID MATERIALS;SWITZERLAND;20,1;2022;SCIE
ADVANCED COMPOSITES AND HYBRID MATERIALS;SWITZERLAND;11,806;2021;SCIE
ADVANCED DRUG DELIVERY REVIEWS;NETHERLANDS;16,1;2022;SCIE
ADVANCED DRUG DELIVERY REVIEWS;NETHERLANDS;17,873;2021;SCIE
ADVANCED ELECTRONIC MATERIALS;GERMANY;6,2;2022;SCIE
ADVANCED ELECTRONIC MATERIALS;GERMANY;7,633;2021;SCIE
ADVANCED ENERGY MATERIALS;GERMANY;27,8;2022;SCIE
ADVANCED ENERGY MATERIALS;GERMANY;29,698;2021;SCIE
ADVANCED ENGINEERING INFORMATICS;ENGLAND;8,8;2022;SCIE
ADVANCED ENGINEERING INFORMATICS;ENGLAND;7,862;2021;SCIE
